,0,1,2,3,4
161,2018-02-24 16:58:38,1,45,EGR Error,-100
162,2018-02-24 16:58:38,1,46,Commanded evaporative purge,0
163,2018-02-24 16:58:38,1,47,Fuel Tank Level Input,51.76
164,2018-02-24 16:58:38,1,48,Warm-ups since codes cleared,255
165,2018-02-24 16:58:38,1,49,Distance traveled since codes cleared,13160
166,2018-02-24 16:58:38,1,51,Absolute Barometric Pressure,0
167,2018-02-24 16:58:38,1,52,Oxygen Sensor 1,0
168,2018-02-24 16:58:38,1,52,Oxygen Sensor 1,-256
169,2018-02-24 16:58:38,1,60,"Catalyst Temperature: Bank 1, Sensor 1",182
170,2018-02-24 16:58:38,1,66,Control module voltage,14
171,2018-02-24 16:58:38,1,67,Absolute load value,31
172,2018-02-24 16:58:38,1,68,Fuel - Air commanded equivalence ratio,0
173,2018-02-24 16:58:38,1,69,Relative throttle position,4.71
174,2018-02-24 16:58:38,1,71,Absolute throttle position B,31.76
175,2018-02-24 16:58:38,1,73,Accelerator pedal position D,19.22
176,2018-02-24 16:58:38,1,74,Accelerator pedal position E,9.41
177,2018-02-24 16:58:38,1,76,Commanded throttle actuator,5.1
178,2018-02-24 16:58:38,1,81,Fuel Type,03
179,2018-02-24 16:58:38,1,82,Ethanol fuel %,9.02
180,2018-02-24 16:58:48,1,1,Monitor status since DTCs cleared,01-07-E1-06
181,2018-02-24 16:58:48,1,4,Calculated engine load,39.61
182,2018-02-24 16:58:48,1,5,Engine coolant temperature,86
183,2018-02-24 16:58:48,1,6,Short term fuel trim Bank 1,0.78
184,2018-02-24 16:58:48,1,7,Long term fuel trim Bank 1,-0.78
185,2018-02-24 16:58:48,1,11,Intake manifold absolute pressure,40
186,2018-02-24 16:58:48,1,12,Engine RPM,747
187,2018-02-24 16:58:48,1,13,Vehicle speed,0
188,2018-02-24 16:58:48,1,14,Timing advance,4
189,2018-02-24 16:58:48,1,15,Intake air temperature,54
190,2018-02-24 16:58:48,1,16,MAF air flow rate,3
191,2018-02-24 16:58:48,1,17,Throttle position,15.29
192,2018-02-24 16:58:48,1,21,Oxygen Sensor 2,0
193,2018-02-24 16:58:48,1,21,Oxygen Sensor 2,0
194,2018-02-24 16:58:48,1,31,Run time since engine start,85
195,2018-02-24 16:58:48,1,33,Distance traveled with malfunction indicate,14
196,2018-02-24 16:58:48,1,44,Commanded EGR,0
197,2018-02-24 16:58:48,1,45,EGR Error,-100
198,2018-02-24 16:58:48,1,46,Commanded evaporative purge,0
199,2018-02-24 16:58:48,1,47,Fuel Tank Level Input,51.76
200,2018-02-24 16:58:48,1,48,Warm-ups since codes cleared,255
201,2018-02-24 16:58:48,1,49,Distance traveled since codes cleared,13160
202,2018-02-24 16:58:48,1,51,Absolute Barometric Pressure,0
203,2018-02-24 16:58:48,1,52,Oxygen Sensor 1,0
204,2018-02-24 16:58:48,1,52,Oxygen Sensor 1,-1
205,2018-02-24 16:58:48,1,60,"Catalyst Temperature: Bank 1, Sensor 1",227
206,2018-02-24 16:58:48,1,66,Control module voltage,14
207,2018-02-24 16:58:48,1,67,Absolute load value,19
208,2018-02-24 16:58:48,1,68,Fuel - Air commanded equivalence ratio,0
209,2018-02-24 16:58:48,1,69,Relative throttle position,3.14
210,2018-02-24 16:58:48,1,71,Absolute throttle position B,31.37
211,2018-02-24 16:58:48,1,73,Accelerator pedal position D,19.22
212,2018-02-24 16:58:48,1,74,Accelerator pedal position E,9.41
213,2018-02-24 16:58:48,1,76,Commanded throttle actuator,3.53
214,2018-02-24 16:58:48,1,81,Fuel Type,03
215,2018-02-24 16:58:48,1,82,Ethanol fuel %,9.02
216,2018-02-24 16:58:58,1,1,Monitor status since DTCs cleared,01-07-E1-06
217,2018-02-24 16:58:58,1,4,Calculated engine load,40.78
218,2018-02-24 16:58:58,1,5,Engine coolant temperature,86
219,2018-02-24 16:58:58,1,6,Short term fuel trim Bank 1,0.78
220,2018-02-24 16:58:58,1,7,Long term fuel trim Bank 1,-0.78
221,2018-02-24 16:58:58,1,11,Intake manifold absolute pressure,41
222,2018-02-24 16:58:58,1,12,Engine RPM,758
223,2018-02-24 16:58:58,1,13,Vehicle speed,0
224,2018-02-24 16:58:58,1,14,Timing advance,5
225,2018-02-24 16:58:58,1,15,Intake air temperature,55
226,2018-02-24 16:58:58,1,16,MAF air flow rate,3
227,2018-02-24 16:58:58,1,17,Throttle position,14.9
228,2018-02-24 16:58:58,1,21,Oxygen Sensor 2,0
229,2018-02-24 16:58:58,1,21,Oxygen Sensor 2,0
230,2018-02-24 16:58:58,1,31,Run time since engine start,93
231,2018-02-24 16:58:58,1,33,Distance traveled with malfunction indicate,14
232,2018-02-24 16:58:58,1,44,Commanded EGR,0
233,2018-02-24 16:58:58,1,45,EGR Error,-100
234,2018-02-24 16:58:58,1,46,Commanded evaporative purge,0
235,2018-02-24 16:58:58,1,47,Fuel Tank Level Input,51.76
236,2018-02-24 16:58:58,1,48,Warm-ups since codes cleared,255
237,2018-02-24 16:58:58,1,49,Distance traveled since codes cleared,13160
238,2018-02-24 16:58:58,1,51,Absolute Barometric Pressure,0
239,2018-02-24 16:58:58,1,52,Oxygen Sensor 1,0
240,2018-02-24 16:58:58,1,52,Oxygen Sensor 1,-1
241,2018-02-24 16:58:58,1,60,"Catalyst Temperature: Bank 1, Sensor 1",236
242,2018-02-24 16:58:58,1,66,Control module voltage,14
243,2018-02-24 16:58:58,1,67,Absolute load value,30
244,2018-02-24 16:58:58,1,68,Fuel - Air commanded equivalence ratio,0
245,2018-02-24 16:58:58,1,69,Relative throttle position,4.71
246,2018-02-24 16:58:58,1,71,Absolute throttle position B,31.76
247,2018-02-24 16:58:58,1,73,Accelerator pedal position D,19.22
248,2018-02-24 16:58:58,1,74,Accelerator pedal position E,9.41
249,2018-02-24 16:58:58,1,76,Commanded throttle actuator,5.1
250,2018-02-24 16:58:58,1,81,Fuel Type,03
251,2018-02-24 16:58:58,1,82,Ethanol fuel %,9.02
252,2018-02-26 07:01:35,1,1,Monitor status since DTCs cleared,01-07-E1-06
253,2018-02-26 07:01:35,1,4,Calculated engine load,22.35
254,2018-02-26 07:01:35,1,5,Engine coolant temperature,96
255,2018-02-26 07:01:35,1,6,Short term fuel trim Bank 1,-2.34
256,2018-02-26 07:01:35,1,7,Long term fuel trim Bank 1,-0.78
257,2018-02-26 07:01:35,1,11,Intake manifold absolute pressure,29
258,2018-02-26 07:01:35,1,12,Engine RPM,753
259,2018-02-26 07:01:35,1,13,Vehicle speed,0
260,2018-02-26 07:01:35,1,14,Timing advance,4
261,2018-02-26 07:01:35,1,15,Intake air temperature,43
262,2018-02-26 07:01:35,1,16,MAF air flow rate,2
263,2018-02-26 07:01:35,1,17,Throttle position,13.73
264,2018-02-26 07:01:35,1,21,Oxygen Sensor 2,0
265,2018-02-26 07:01:35,1,21,Oxygen Sensor 2,-2
266,2018-02-26 07:01:35,1,31,Run time since engine start,3246
267,2018-02-26 07:01:35,1,33,Distance traveled with malfunction indicate,14
268,2018-02-26 07:01:35,1,44,Commanded EGR,0
269,2018-02-26 07:01:35,1,45,EGR Error,-100
270,2018-02-26 07:01:35,1,46,Commanded evaporative purge,23.92
271,2018-02-26 07:01:35,1,47,Fuel Tank Level Input,35.69
272,2018-02-26 07:01:35,1,48,Warm-ups since codes cleared,255
273,2018-02-26 07:01:35,1,49,Distance traveled since codes cleared,13234
274,2018-02-26 07:01:35,1,51,Absolute Barometric Pressure,0
275,2018-02-26 07:01:35,1,52,Oxygen Sensor 1,0
276,2018-02-26 07:01:35,1,52,Oxygen Sensor 1,-256
277,2018-02-26 07:01:35,1,60,"Catalyst Temperature: Bank 1, Sensor 1",564
278,2018-02-26 07:01:35,1,66,Control module voltage,14
279,2018-02-26 07:01:35,1,67,Absolute load value,17
280,2018-02-26 07:01:35,1,68,Fuel - Air commanded equivalence ratio,0
281,2018-02-26 07:01:35,1,69,Relative throttle position,3.14
282,2018-02-26 07:01:35,1,71,Absolute throttle position B,30.98
283,2018-02-26 07:01:35,1,73,Accelerator pedal position D,19.22
284,2018-02-26 07:01:35,1,74,Accelerator pedal position E,9.41
285,2018-02-26 07:01:35,1,76,Commanded throttle actuator,3.14
286,2018-02-26 07:01:35,1,81,Fuel Type,03
287,2018-02-26 07:01:35,1,82,Ethanol fuel %,14.9
288,2018-02-26 07:01:45,1,1,Monitor status since DTCs cleared,01-07-E1-06
289,2018-02-26 07:01:45,1,4,Calculated engine load,22.35
290,2018-02-26 07:01:45,1,5,Engine coolant temperature,96
291,2018-02-26 07:01:45,1,6,Short term fuel trim Bank 1,-2.34
292,2018-02-26 07:01:45,1,7,Long term fuel trim Bank 1,-0.78
293,2018-02-26 07:01:45,1,11,Intake manifold absolute pressure,29
294,2018-02-26 07:01:45,1,12,Engine RPM,753
295,2018-02-26 07:01:45,1,13,Vehicle speed,0
296,2018-02-26 07:01:45,1,14,Timing advance,4
297,2018-02-26 07:01:45,1,15,Intake air temperature,43
298,2018-02-26 07:01:45,1,16,MAF air flow rate,2
299,2018-02-26 07:01:45,1,17,Throttle position,13.73
300,2018-02-26 07:01:45,1,21,Oxygen Sensor 2,0
301,2018-02-26 07:01:45,1,21,Oxygen Sensor 2,-2
302,2018-02-26 07:01:45,1,31,Run time since engine start,3246
303,2018-02-26 07:01:45,1,33,Distance traveled with malfunction indicate,14
304,2018-02-26 07:01:45,1,44,Commanded EGR,0
305,2018-02-26 07:01:45,1,45,EGR Error,-100
306,2018-02-26 07:01:45,1,46,Commanded evaporative purge,23.92
307,2018-02-26 07:01:45,1,47,Fuel Tank Level Input,35.69
308,2018-02-26 07:01:45,1,48,Warm-ups since codes cleared,255
309,2018-02-26 07:01:45,1,49,Distance traveled since codes cleared,13234
310,2018-02-26 07:01:45,1,51,Absolute Barometric Pressure,0
311,2018-02-26 07:01:45,1,52,Oxygen Sensor 1,0
312,2018-02-26 07:01:45,1,52,Oxygen Sensor 1,-256
313,2018-02-26 07:01:45,1,60,"Catalyst Temperature: Bank 1, Sensor 1",564
314,2018-02-26 07:01:45,1,66,Control module voltage,14
315,2018-02-26 07:01:45,1,67,Absolute load value,17
316,2018-02-26 07:01:45,1,68,Fuel - Air commanded equivalence ratio,0
317,2018-02-26 07:01:45,1,69,Relative throttle position,3.14
318,2018-02-26 07:01:45,1,71,Absolute throttle position B,30.98
319,2018-02-26 07:01:45,1,73,Accelerator pedal position D,19.22
320,2018-02-26 07:01:45,1,74,Accelerator pedal position E,9.41
321,2018-02-26 07:01:45,1,76,Commanded throttle actuator,3.14
322,2018-02-26 07:01:45,1,81,Fuel Type,03
323,2018-02-26 07:01:45,1,82,Ethanol fuel %,14.9
324,2018-02-26 07:01:55,1,1,Monitor status since DTCs cleared,01-07-E1-06
325,2018-02-26 07:01:55,1,4,Calculated engine load,22.35
326,2018-02-26 07:01:55,1,5,Engine coolant temperature,96
327,2018-02-26 07:01:55,1,6,Short term fuel trim Bank 1,-2.34
328,2018-02-26 07:01:55,1,7,Long term fuel trim Bank 1,-0.78
329,2018-02-26 07:01:55,1,11,Intake manifold absolute pressure,29
330,2018-02-26 07:01:55,1,12,Engine RPM,753
331,2018-02-26 07:01:55,1,13,Vehicle speed,0
332,2018-02-26 07:01:55,1,14,Timing advance,4
333,2018-02-26 07:01:55,1,15,Intake air temperature,43
334,2018-02-26 07:01:55,1,16,MAF air flow rate,2
335,2018-02-26 07:01:55,1,17,Throttle position,13.73
336,2018-02-26 07:01:55,1,21,Oxygen Sensor 2,0
337,2018-02-26 07:01:55,1,21,Oxygen Sensor 2,-2
338,2018-02-26 07:01:55,1,31,Run time since engine start,3246
339,2018-02-26 07:01:55,1,33,Distance traveled with malfunction indicate,14
340,2018-02-26 07:01:55,1,44,Commanded EGR,0
341,2018-02-26 07:01:55,1,45,EGR Error,-100
342,2018-02-26 07:01:55,1,46,Commanded evaporative purge,23.92
343,2018-02-26 07:01:55,1,47,Fuel Tank Level Input,35.69
344,2018-02-26 07:01:55,1,48,Warm-ups since codes cleared,255
345,2018-02-26 07:01:55,1,49,Distance traveled since codes cleared,13234
346,2018-02-26 07:01:55,1,51,Absolute Barometric Pressure,0
347,2018-02-26 07:01:55,1,52,Oxygen Sensor 1,0
348,2018-02-26 07:01:55,1,52,Oxygen Sensor 1,-256
349,2018-02-26 07:01:55,1,60,"Catalyst Temperature: Bank 1, Sensor 1",564
350,2018-02-26 07:01:55,1,66,Control module voltage,14
351,2018-02-26 07:01:55,1,67,Absolute load value,17
352,2018-02-26 07:01:55,1,68,Fuel - Air commanded equivalence ratio,0
353,2018-02-26 07:01:55,1,69,Relative throttle position,3.14
354,2018-02-26 07:01:55,1,71,Absolute throttle position B,30.98
355,2018-02-26 07:01:55,1,73,Accelerator pedal position D,19.22
356,2018-02-26 07:01:55,1,74,Accelerator pedal position E,9.41
357,2018-02-26 07:01:55,1,76,Commanded throttle actuator,3.14
358,2018-02-26 07:01:55,1,81,Fuel Type,03
359,2018-02-26 07:01:55,1,82,Ethanol fuel %,14.9
360,2018-02-26 07:02:05,1,1,Monitor status since DTCs cleared,01-07-E1-06
361,2018-02-26 07:02:05,1,4,Calculated engine load,22.35
362,2018-02-26 07:02:05,1,5,Engine coolant temperature,96
363,2018-02-26 07:02:05,1,6,Short term fuel trim Bank 1,-2.34
364,2018-02-26 07:02:05,1,7,Long term fuel trim Bank 1,-0.78
365,2018-02-26 07:02:05,1,11,Intake manifold absolute pressure,29
366,2018-02-26 07:02:05,1,12,Engine RPM,753
367,2018-02-26 07:02:05,1,13,Vehicle speed,0
368,2018-02-26 07:02:05,1,14,Timing advance,4
369,2018-02-26 07:02:05,1,15,Intake air temperature,43
370,2018-02-26 07:02:05,1,16,MAF air flow rate,2
371,2018-02-26 07:02:05,1,17,Throttle position,13.73
372,2018-02-26 07:02:05,1,21,Oxygen Sensor 2,0
373,2018-02-26 07:02:05,1,21,Oxygen Sensor 2,-2
374,2018-02-26 07:02:05,1,31,Run time since engine start,3246
375,2018-02-26 07:02:05,1,33,Distance traveled with malfunction indicate,14
376,2018-02-26 07:02:05,1,44,Commanded EGR,0
377,2018-02-26 07:02:05,1,45,EGR Error,-100
378,2018-02-26 07:02:05,1,46,Commanded evaporative purge,23.92
379,2018-02-26 07:02:05,1,47,Fuel Tank Level Input,35.69
380,2018-02-26 07:02:05,1,48,Warm-ups since codes cleared,255
381,2018-02-26 07:02:05,1,49,Distance traveled since codes cleared,13234
382,2018-02-26 07:02:05,1,51,Absolute Barometric Pressure,0
383,2018-02-26 07:02:05,1,52,Oxygen Sensor 1,0
384,2018-02-26 07:02:05,1,52,Oxygen Sensor 1,-256
385,2018-02-26 07:02:05,1,60,"Catalyst Temperature: Bank 1, Sensor 1",564
386,2018-02-26 07:02:05,1,66,Control module voltage,14
387,2018-02-26 07:02:05,1,67,Absolute load value,17
388,2018-02-26 07:02:05,1,68,Fuel - Air commanded equivalence ratio,0
389,2018-02-26 07:02:05,1,69,Relative throttle position,3.14
390,2018-02-26 07:02:05,1,71,Absolute throttle position B,30.98
391,2018-02-26 07:02:05,1,73,Accelerator pedal position D,19.22
392,2018-02-26 07:02:05,1,74,Accelerator pedal position E,9.41
393,2018-02-26 07:02:05,1,76,Commanded throttle actuator,3.14
394,2018-02-26 07:02:05,1,81,Fuel Type,03
395,2018-02-26 07:02:05,1,82,Ethanol fuel %,14.9
396,2018-02-26 07:02:15,1,1,Monitor status since DTCs cleared,01-07-E1-06
397,2018-02-26 07:02:15,1,4,Calculated engine load,22.35
398,2018-02-26 07:02:15,1,5,Engine coolant temperature,96
399,2018-02-26 07:02:15,1,6,Short term fuel trim Bank 1,-2.34
400,2018-02-26 07:02:15,1,7,Long term fuel trim Bank 1,-0.78
401,2018-02-26 07:02:15,1,11,Intake manifold absolute pressure,29
402,2018-02-26 07:02:15,1,12,Engine RPM,753
403,2018-02-26 07:02:15,1,13,Vehicle speed,0
404,2018-02-26 07:02:15,1,14,Timing advance,4
405,2018-02-26 07:02:15,1,15,Intake air temperature,43
406,2018-02-26 07:02:15,1,16,MAF air flow rate,2
407,2018-02-26 07:02:15,1,17,Throttle position,13.73
408,2018-02-26 07:02:15,1,21,Oxygen Sensor 2,0
409,2018-02-26 07:02:15,1,21,Oxygen Sensor 2,-2
410,2018-02-26 07:02:15,1,31,Run time since engine start,3246
411,2018-02-26 07:02:15,1,33,Distance traveled with malfunction indicate,14
412,2018-02-26 07:02:15,1,44,Commanded EGR,0
413,2018-02-26 07:02:15,1,45,EGR Error,-100
414,2018-02-26 07:02:15,1,46,Commanded evaporative purge,23.92
415,2018-02-26 07:02:15,1,47,Fuel Tank Level Input,35.69
416,2018-02-26 07:02:15,1,48,Warm-ups since codes cleared,255
417,2018-02-26 07:02:15,1,49,Distance traveled since codes cleared,13234
418,2018-02-26 07:02:15,1,51,Absolute Barometric Pressure,0
419,2018-02-26 07:02:15,1,52,Oxygen Sensor 1,0
420,2018-02-26 07:02:15,1,52,Oxygen Sensor 1,-256
421,2018-02-26 07:02:15,1,60,"Catalyst Temperature: Bank 1, Sensor 1",564
422,2018-02-26 07:02:15,1,66,Control module voltage,14
423,2018-02-26 07:02:15,1,67,Absolute load value,17
424,2018-02-26 07:02:15,1,68,Fuel - Air commanded equivalence ratio,0
425,2018-02-26 07:02:15,1,69,Relative throttle position,3.14
