,0,1,2,3,4
35,2018-03-05 09:53:00,1,1,Monitor status since DTCs cleared,01-07-E1-06
36,2018-03-05 09:53:00,1,4,Calculated engine load,41.57
37,2018-03-05 09:53:00,1,5,Engine coolant temperature,80
38,2018-03-05 09:53:00,1,6,Short term fuel trim Bank 1,0
39,2018-03-05 09:53:00,1,7,Long term fuel trim Bank 1,-2.34
40,2018-03-05 09:53:00,1,11,Intake manifold absolute pressure,65
41,2018-03-05 09:53:00,1,12,Engine RPM,1384
42,2018-03-05 09:53:00,1,13,Vehicle speed,24
43,2018-03-05 09:53:00,1,14,Timing advance,14
44,2018-03-05 09:53:00,1,15,Intake air temperature,32
45,2018-03-05 09:53:00,1,16,MAF air flow rate,19
46,2018-03-05 09:53:00,1,17,Throttle position,27.06
47,2018-03-05 09:53:00,1,21,Oxygen Sensor 2,0
48,2018-03-05 09:53:00,1,21,Oxygen Sensor 2,99
49,2018-03-05 09:53:00,1,31,Run time since engine start,190
50,2018-03-05 09:53:00,1,33,Distance traveled with malfunction indicate,14
51,2018-03-05 09:53:00,1,44,Commanded EGR,25.49
52,2018-03-05 09:53:00,1,45,EGR Error,-100
53,2018-03-05 09:53:00,1,46,Commanded evaporative purge,0
54,2018-03-05 09:53:00,1,47,Fuel Tank Level Input,36.08
55,2018-03-05 09:53:00,1,48,Warm-ups since codes cleared,255
56,2018-03-05 09:53:00,1,49,Distance traveled since codes cleared,13569
57,2018-03-05 09:53:00,1,51,Absolute Barometric Pressure,0
58,2018-03-05 09:53:00,1,52,Oxygen Sensor 1,0
59,2018-03-05 09:53:00,1,52,Oxygen Sensor 1,-1
60,2018-03-05 09:53:00,1,60,"Catalyst Temperature: Bank 1, Sensor 1",612
61,2018-03-05 09:53:00,1,66,Control module voltage,14
62,2018-03-05 09:53:00,1,67,Absolute load value,20
63,2018-03-05 09:53:00,1,68,Fuel - Air commanded equivalence ratio,0
64,2018-03-05 09:53:00,1,69,Relative throttle position,4.31
65,2018-03-05 09:53:00,1,71,Absolute throttle position B,31.76
66,2018-03-05 09:53:00,1,73,Accelerator pedal position D,19.22
67,2018-03-05 09:53:00,1,74,Accelerator pedal position E,9.41
68,2018-03-05 09:53:00,1,76,Commanded throttle actuator,4.71
69,2018-03-05 09:53:00,1,81,Fuel Type,03
70,2018-03-05 09:53:00,1,82,Ethanol fuel %,5.88
71,2018-03-05 09:53:27,1,1,Monitor status since DTCs cleared,01-07-E1-06
72,2018-03-05 09:53:27,1,4,Calculated engine load,18.82
73,2018-03-05 09:53:27,1,5,Engine coolant temperature,80
74,2018-03-05 09:53:27,1,6,Short term fuel trim Bank 1,0
75,2018-03-05 09:53:27,1,7,Long term fuel trim Bank 1,-2.34
76,2018-03-05 09:53:27,1,11,Intake manifold absolute pressure,30
77,2018-03-05 09:53:27,1,12,Engine RPM,1160
78,2018-03-05 09:53:27,1,13,Vehicle speed,25
79,2018-03-05 09:53:27,1,14,Timing advance,12
80,2018-03-05 09:53:27,1,15,Intake air temperature,33
81,2018-03-05 09:53:27,1,16,MAF air flow rate,5
82,2018-03-05 09:53:27,1,17,Throttle position,18.43
83,2018-03-05 09:53:27,1,21,Oxygen Sensor 2,0
84,2018-03-05 09:53:27,1,21,Oxygen Sensor 2,99
85,2018-03-05 09:53:27,1,31,Run time since engine start,198
86,2018-03-05 09:53:27,1,33,Distance traveled with malfunction indicate,14
87,2018-03-05 09:53:27,1,44,Commanded EGR,38.43
88,2018-03-05 09:53:27,1,45,EGR Error,-100
89,2018-03-05 09:53:27,1,46,Commanded evaporative purge,0
90,2018-03-05 09:53:27,1,47,Fuel Tank Level Input,35.69
91,2018-03-05 09:53:27,1,48,Warm-ups since codes cleared,255
92,2018-03-05 09:53:27,1,49,Distance traveled since codes cleared,13569
93,2018-03-05 09:53:27,1,51,Absolute Barometric Pressure,0
94,2018-03-05 09:53:27,1,52,Oxygen Sensor 1,0
95,2018-03-05 09:53:27,1,52,Oxygen Sensor 1,-1
96,2018-03-05 09:53:27,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
97,2018-03-05 09:53:27,1,66,Control module voltage,14
98,2018-03-05 09:53:27,1,67,Absolute load value,34
99,2018-03-05 09:53:27,1,68,Fuel - Air commanded equivalence ratio,0
100,2018-03-05 09:53:27,1,69,Relative throttle position,8.63
101,2018-03-05 09:53:27,1,71,Absolute throttle position B,34.9
102,2018-03-05 09:53:27,1,73,Accelerator pedal position D,32.55
103,2018-03-05 09:53:27,1,74,Accelerator pedal position E,16.47
104,2018-03-05 09:53:27,1,76,Commanded throttle actuator,12.16
105,2018-03-05 09:53:27,1,81,Fuel Type,03
106,2018-03-05 09:53:27,1,82,Ethanol fuel %,5.88
107,2018-03-05 09:53:37,1,1,Monitor status since DTCs cleared,01-07-E1-06
108,2018-03-05 09:53:37,1,4,Calculated engine load,18.82
109,2018-03-05 09:53:37,1,5,Engine coolant temperature,80
110,2018-03-05 09:53:37,1,6,Short term fuel trim Bank 1,0
111,2018-03-05 09:53:37,1,7,Long term fuel trim Bank 1,-2.34
112,2018-03-05 09:53:37,1,11,Intake manifold absolute pressure,30
113,2018-03-05 09:53:37,1,12,Engine RPM,1160
114,2018-03-05 09:53:37,1,13,Vehicle speed,25
115,2018-03-05 09:53:37,1,14,Timing advance,12
116,2018-03-05 09:53:37,1,15,Intake air temperature,33
117,2018-03-05 09:53:37,1,16,MAF air flow rate,5
118,2018-03-05 09:53:37,1,17,Throttle position,18.43
119,2018-03-05 09:53:37,1,21,Oxygen Sensor 2,0
120,2018-03-05 09:53:37,1,21,Oxygen Sensor 2,99
121,2018-03-05 09:53:37,1,31,Run time since engine start,198
122,2018-03-05 09:53:37,1,33,Distance traveled with malfunction indicate,14
123,2018-03-05 09:53:37,1,44,Commanded EGR,38.43
124,2018-03-05 09:53:37,1,45,EGR Error,-100
125,2018-03-05 09:53:37,1,46,Commanded evaporative purge,0
126,2018-03-05 09:53:37,1,47,Fuel Tank Level Input,35.69
127,2018-03-05 09:53:37,1,48,Warm-ups since codes cleared,255
128,2018-03-05 09:53:37,1,49,Distance traveled since codes cleared,13569
129,2018-03-05 09:53:37,1,51,Absolute Barometric Pressure,0
130,2018-03-05 09:53:37,1,52,Oxygen Sensor 1,0
131,2018-03-05 09:53:37,1,52,Oxygen Sensor 1,-1
132,2018-03-05 09:53:37,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
133,2018-03-05 09:53:37,1,66,Control module voltage,14
134,2018-03-05 09:53:37,1,67,Absolute load value,34
135,2018-03-05 09:53:37,1,68,Fuel - Air commanded equivalence ratio,0
136,2018-03-05 09:53:37,1,69,Relative throttle position,8.63
137,2018-03-05 09:53:37,1,71,Absolute throttle position B,34.9
138,2018-03-05 09:53:37,1,73,Accelerator pedal position D,32.55
139,2018-03-05 09:53:37,1,74,Accelerator pedal position E,16.47
140,2018-03-05 09:53:37,1,76,Commanded throttle actuator,12.16
141,2018-03-05 09:53:37,1,81,Fuel Type,03
142,2018-03-05 09:53:37,1,82,Ethanol fuel %,5.88
143,2018-03-05 09:53:47,1,1,Monitor status since DTCs cleared,01-07-E1-06
144,2018-03-05 09:53:47,1,4,Calculated engine load,18.82
145,2018-03-05 09:53:47,1,5,Engine coolant temperature,80
146,2018-03-05 09:53:47,1,6,Short term fuel trim Bank 1,0
147,2018-03-05 09:53:47,1,7,Long term fuel trim Bank 1,-2.34
148,2018-03-05 09:53:47,1,11,Intake manifold absolute pressure,30
149,2018-03-05 09:53:47,1,12,Engine RPM,1160
150,2018-03-05 09:53:47,1,13,Vehicle speed,25
151,2018-03-05 09:53:47,1,14,Timing advance,12
152,2018-03-05 09:53:47,1,15,Intake air temperature,33
153,2018-03-05 09:53:47,1,16,MAF air flow rate,5
154,2018-03-05 09:53:47,1,17,Throttle position,18.43
155,2018-03-05 09:53:47,1,21,Oxygen Sensor 2,0
156,2018-03-05 09:53:47,1,21,Oxygen Sensor 2,99
157,2018-03-05 09:53:47,1,31,Run time since engine start,198
158,2018-03-05 09:53:47,1,33,Distance traveled with malfunction indicate,14
159,2018-03-05 09:53:47,1,44,Commanded EGR,38.43
160,2018-03-05 09:53:47,1,45,EGR Error,-100
161,2018-03-05 09:53:47,1,46,Commanded evaporative purge,0
162,2018-03-05 09:53:47,1,47,Fuel Tank Level Input,35.69
163,2018-03-05 09:53:47,1,48,Warm-ups since codes cleared,255
164,2018-03-05 09:53:47,1,49,Distance traveled since codes cleared,13569
165,2018-03-05 09:53:47,1,51,Absolute Barometric Pressure,0
166,2018-03-05 09:53:47,1,52,Oxygen Sensor 1,0
167,2018-03-05 09:53:47,1,52,Oxygen Sensor 1,-1
168,2018-03-05 09:53:47,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
169,2018-03-05 09:53:47,1,66,Control module voltage,14
170,2018-03-05 09:53:47,1,67,Absolute load value,34
171,2018-03-05 09:53:47,1,68,Fuel - Air commanded equivalence ratio,0
172,2018-03-05 09:53:47,1,69,Relative throttle position,8.63
173,2018-03-05 09:53:47,1,71,Absolute throttle position B,34.9
174,2018-03-05 09:53:47,1,73,Accelerator pedal position D,32.55
175,2018-03-05 09:53:47,1,74,Accelerator pedal position E,16.47
176,2018-03-05 09:53:47,1,76,Commanded throttle actuator,12.16
177,2018-03-05 09:53:47,1,81,Fuel Type,03
178,2018-03-05 09:53:47,1,82,Ethanol fuel %,5.88
179,2018-03-05 09:53:57,1,1,Monitor status since DTCs cleared,01-07-E1-06
180,2018-03-05 09:53:57,1,4,Calculated engine load,18.82
181,2018-03-05 09:53:57,1,5,Engine coolant temperature,80
182,2018-03-05 09:53:57,1,6,Short term fuel trim Bank 1,0
183,2018-03-05 09:53:57,1,7,Long term fuel trim Bank 1,-2.34
184,2018-03-05 09:53:57,1,11,Intake manifold absolute pressure,30
185,2018-03-05 09:53:57,1,12,Engine RPM,1160
186,2018-03-05 09:53:57,1,13,Vehicle speed,25
187,2018-03-05 09:53:57,1,14,Timing advance,12
188,2018-03-05 09:53:57,1,15,Intake air temperature,33
189,2018-03-05 09:53:57,1,16,MAF air flow rate,5
190,2018-03-05 09:53:57,1,17,Throttle position,18.43
191,2018-03-05 09:53:57,1,21,Oxygen Sensor 2,0
192,2018-03-05 09:53:57,1,21,Oxygen Sensor 2,99
193,2018-03-05 09:53:57,1,31,Run time since engine start,198
194,2018-03-05 09:53:57,1,33,Distance traveled with malfunction indicate,14
195,2018-03-05 09:53:57,1,44,Commanded EGR,38.43
196,2018-03-05 09:53:57,1,45,EGR Error,-100
197,2018-03-05 09:53:57,1,46,Commanded evaporative purge,0
198,2018-03-05 09:53:57,1,47,Fuel Tank Level Input,35.69
199,2018-03-05 09:53:57,1,48,Warm-ups since codes cleared,255
200,2018-03-05 09:53:57,1,49,Distance traveled since codes cleared,13569
201,2018-03-05 09:53:57,1,51,Absolute Barometric Pressure,0
202,2018-03-05 09:53:57,1,52,Oxygen Sensor 1,0
203,2018-03-05 09:53:57,1,52,Oxygen Sensor 1,-1
204,2018-03-05 09:53:57,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
205,2018-03-05 09:53:57,1,66,Control module voltage,14
206,2018-03-05 09:53:57,1,67,Absolute load value,34
207,2018-03-05 09:53:57,1,68,Fuel - Air commanded equivalence ratio,0
208,2018-03-05 09:53:57,1,69,Relative throttle position,8.63
209,2018-03-05 09:53:57,1,71,Absolute throttle position B,34.9
210,2018-03-05 09:53:57,1,73,Accelerator pedal position D,32.55
211,2018-03-05 09:53:57,1,74,Accelerator pedal position E,16.47
212,2018-03-05 09:53:57,1,76,Commanded throttle actuator,12.16
213,2018-03-05 09:53:57,1,81,Fuel Type,03
214,2018-03-05 09:53:57,1,82,Ethanol fuel %,5.88
215,2018-03-05 09:54:01,1,1,Monitor status since DTCs cleared,01-07-E1-06
216,2018-03-05 09:54:01,1,4,Calculated engine load,18.82
217,2018-03-05 09:54:01,1,5,Engine coolant temperature,80
218,2018-03-05 09:54:01,1,6,Short term fuel trim Bank 1,0
219,2018-03-05 09:54:01,1,7,Long term fuel trim Bank 1,-2.34
220,2018-03-05 09:54:01,1,11,Intake manifold absolute pressure,30
221,2018-03-05 09:54:01,1,12,Engine RPM,1160
222,2018-03-05 09:54:01,1,13,Vehicle speed,25
223,2018-03-05 09:54:01,1,14,Timing advance,12
224,2018-03-05 09:54:01,1,15,Intake air temperature,33
225,2018-03-05 09:54:01,1,16,MAF air flow rate,5
226,2018-03-05 09:54:01,1,17,Throttle position,18.43
227,2018-03-05 09:54:01,1,21,Oxygen Sensor 2,0
228,2018-03-05 09:54:01,1,21,Oxygen Sensor 2,99
229,2018-03-05 09:54:01,1,31,Run time since engine start,198
230,2018-03-05 09:54:01,1,33,Distance traveled with malfunction indicate,14
231,2018-03-05 09:54:01,1,44,Commanded EGR,38.43
232,2018-03-05 09:54:01,1,45,EGR Error,-100
233,2018-03-05 09:54:01,1,46,Commanded evaporative purge,0
234,2018-03-05 09:54:01,1,47,Fuel Tank Level Input,35.69
235,2018-03-05 09:54:01,1,48,Warm-ups since codes cleared,255
236,2018-03-05 09:54:01,1,49,Distance traveled since codes cleared,13569
237,2018-03-05 09:54:01,1,51,Absolute Barometric Pressure,0
238,2018-03-05 09:54:01,1,52,Oxygen Sensor 1,0
239,2018-03-05 09:54:01,1,52,Oxygen Sensor 1,-1
240,2018-03-05 09:54:01,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
241,2018-03-05 09:54:01,1,66,Control module voltage,14
242,2018-03-05 09:54:01,1,67,Absolute load value,34
243,2018-03-05 09:54:01,1,68,Fuel - Air commanded equivalence ratio,0
244,2018-03-05 09:54:01,1,69,Relative throttle position,8.63
245,2018-03-05 09:54:01,1,71,Absolute throttle position B,34.9
246,2018-03-05 09:54:01,1,73,Accelerator pedal position D,32.55
247,2018-03-05 09:54:01,1,74,Accelerator pedal position E,16.47
248,2018-03-05 09:54:01,1,76,Commanded throttle actuator,12.16
249,2018-03-05 09:54:01,1,81,Fuel Type,03
250,2018-03-05 09:54:01,1,82,Ethanol fuel %,5.88
251,2018-03-05 09:54:11,1,1,Monitor status since DTCs cleared,01-07-E1-06
252,2018-03-05 09:54:11,1,4,Calculated engine load,18.82
253,2018-03-05 09:54:11,1,5,Engine coolant temperature,80
254,2018-03-05 09:54:11,1,6,Short term fuel trim Bank 1,0
255,2018-03-05 09:54:11,1,7,Long term fuel trim Bank 1,-2.34
256,2018-03-05 09:54:11,1,11,Intake manifold absolute pressure,30
257,2018-03-05 09:54:11,1,12,Engine RPM,1160
258,2018-03-05 09:54:11,1,13,Vehicle speed,25
259,2018-03-05 09:54:11,1,14,Timing advance,12
260,2018-03-05 09:54:11,1,15,Intake air temperature,33
261,2018-03-05 09:54:11,1,16,MAF air flow rate,5
262,2018-03-05 09:54:11,1,17,Throttle position,18.43
263,2018-03-05 09:54:11,1,21,Oxygen Sensor 2,0
264,2018-03-05 09:54:11,1,21,Oxygen Sensor 2,99
265,2018-03-05 09:54:11,1,31,Run time since engine start,198
266,2018-03-05 09:54:11,1,33,Distance traveled with malfunction indicate,14
267,2018-03-05 09:54:11,1,44,Commanded EGR,38.43
268,2018-03-05 09:54:11,1,45,EGR Error,-100
269,2018-03-05 09:54:11,1,46,Commanded evaporative purge,0
270,2018-03-05 09:54:11,1,47,Fuel Tank Level Input,35.69
271,2018-03-05 09:54:11,1,48,Warm-ups since codes cleared,255
272,2018-03-05 09:54:11,1,49,Distance traveled since codes cleared,13569
273,2018-03-05 09:54:11,1,51,Absolute Barometric Pressure,0
274,2018-03-05 09:54:11,1,52,Oxygen Sensor 1,0
275,2018-03-05 09:54:11,1,52,Oxygen Sensor 1,-1
276,2018-03-05 09:54:11,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
277,2018-03-05 09:54:11,1,66,Control module voltage,14
278,2018-03-05 09:54:11,1,67,Absolute load value,34
279,2018-03-05 09:54:11,1,68,Fuel - Air commanded equivalence ratio,0
280,2018-03-05 09:54:11,1,69,Relative throttle position,8.63
281,2018-03-05 09:54:11,1,71,Absolute throttle position B,34.9
282,2018-03-05 09:54:11,1,73,Accelerator pedal position D,32.55
283,2018-03-05 09:54:11,1,74,Accelerator pedal position E,16.47
284,2018-03-05 09:54:11,1,76,Commanded throttle actuator,12.16
285,2018-03-05 09:54:11,1,81,Fuel Type,03
286,2018-03-05 09:54:11,1,82,Ethanol fuel %,5.88
287,2018-03-05 09:54:21,1,1,Monitor status since DTCs cleared,01-07-E1-06
288,2018-03-05 09:54:21,1,4,Calculated engine load,18.82
289,2018-03-05 09:54:21,1,5,Engine coolant temperature,80
290,2018-03-05 09:54:21,1,6,Short term fuel trim Bank 1,0
291,2018-03-05 09:54:21,1,7,Long term fuel trim Bank 1,-2.34
292,2018-03-05 09:54:21,1,11,Intake manifold absolute pressure,30
293,2018-03-05 09:54:21,1,12,Engine RPM,1160
294,2018-03-05 09:54:21,1,13,Vehicle speed,25
295,2018-03-05 09:54:21,1,14,Timing advance,12
296,2018-03-05 09:54:21,1,15,Intake air temperature,33
297,2018-03-05 09:54:21,1,16,MAF air flow rate,5
298,2018-03-05 09:54:21,1,17,Throttle position,18.43
299,2018-03-05 09:54:21,1,21,Oxygen Sensor 2,0
300,2018-03-05 09:54:21,1,21,Oxygen Sensor 2,99
301,2018-03-05 09:54:21,1,31,Run time since engine start,198
302,2018-03-05 09:54:21,1,33,Distance traveled with malfunction indicate,14
303,2018-03-05 09:54:21,1,44,Commanded EGR,38.43
304,2018-03-05 09:54:21,1,45,EGR Error,-100
305,2018-03-05 09:54:21,1,46,Commanded evaporative purge,0
306,2018-03-05 09:54:21,1,47,Fuel Tank Level Input,35.69
307,2018-03-05 09:54:21,1,48,Warm-ups since codes cleared,255
308,2018-03-05 09:54:21,1,49,Distance traveled since codes cleared,13569
309,2018-03-05 09:54:21,1,51,Absolute Barometric Pressure,0
310,2018-03-05 09:54:21,1,52,Oxygen Sensor 1,0
311,2018-03-05 09:54:21,1,52,Oxygen Sensor 1,-1
312,2018-03-05 09:54:21,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
313,2018-03-05 09:54:21,1,66,Control module voltage,14
314,2018-03-05 09:54:21,1,67,Absolute load value,34
315,2018-03-05 09:54:21,1,68,Fuel - Air commanded equivalence ratio,0
316,2018-03-05 09:54:21,1,69,Relative throttle position,8.63
317,2018-03-05 09:54:21,1,71,Absolute throttle position B,34.9
318,2018-03-05 09:54:21,1,73,Accelerator pedal position D,32.55
319,2018-03-05 09:54:21,1,74,Accelerator pedal position E,16.47
320,2018-03-05 09:54:21,1,76,Commanded throttle actuator,12.16
321,2018-03-05 09:54:21,1,81,Fuel Type,03
322,2018-03-05 09:54:21,1,82,Ethanol fuel %,5.88
323,2018-03-05 09:55:38,1,1,Monitor status since DTCs cleared,01-07-E1-06
324,2018-03-05 09:55:38,1,4,Calculated engine load,18.82
325,2018-03-05 09:55:38,1,5,Engine coolant temperature,80
326,2018-03-05 09:55:38,1,6,Short term fuel trim Bank 1,0
327,2018-03-05 09:55:38,1,7,Long term fuel trim Bank 1,-2.34
328,2018-03-05 09:55:38,1,11,Intake manifold absolute pressure,30
329,2018-03-05 09:55:38,1,12,Engine RPM,1160
330,2018-03-05 09:55:38,1,13,Vehicle speed,25
331,2018-03-05 09:55:38,1,14,Timing advance,12
332,2018-03-05 09:55:38,1,15,Intake air temperature,33
333,2018-03-05 09:55:38,1,16,MAF air flow rate,5
334,2018-03-05 09:55:38,1,17,Throttle position,18.43
335,2018-03-05 09:55:38,1,21,Oxygen Sensor 2,0
336,2018-03-05 09:55:38,1,21,Oxygen Sensor 2,99
337,2018-03-05 09:55:38,1,31,Run time since engine start,198
338,2018-03-05 09:55:38,1,33,Distance traveled with malfunction indicate,14
339,2018-03-05 09:55:38,1,44,Commanded EGR,38.43
340,2018-03-05 09:55:38,1,45,EGR Error,-100
341,2018-03-05 09:55:38,1,46,Commanded evaporative purge,0
342,2018-03-05 09:55:38,1,47,Fuel Tank Level Input,35.69
343,2018-03-05 09:55:38,1,48,Warm-ups since codes cleared,255
344,2018-03-05 09:55:38,1,49,Distance traveled since codes cleared,13569
345,2018-03-05 09:55:38,1,51,Absolute Barometric Pressure,0
346,2018-03-05 09:55:38,1,52,Oxygen Sensor 1,0
347,2018-03-05 09:55:38,1,52,Oxygen Sensor 1,-1
348,2018-03-05 09:55:38,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
349,2018-03-05 09:55:38,1,66,Control module voltage,14
350,2018-03-05 09:55:38,1,67,Absolute load value,34
351,2018-03-05 09:55:38,1,68,Fuel - Air commanded equivalence ratio,0
352,2018-03-05 09:55:38,1,69,Relative throttle position,8.63
353,2018-03-05 09:55:38,1,71,Absolute throttle position B,34.9
354,2018-03-05 09:55:38,1,73,Accelerator pedal position D,32.55
355,2018-03-05 09:55:38,1,74,Accelerator pedal position E,16.47
356,2018-03-05 09:55:38,1,76,Commanded throttle actuator,12.16
357,2018-03-05 09:55:38,1,81,Fuel Type,03
358,2018-03-05 09:55:38,1,82,Ethanol fuel %,5.88
359,2018-03-05 09:55:48,1,1,Monitor status since DTCs cleared,01-07-E1-06
360,2018-03-05 09:55:48,1,4,Calculated engine load,18.82
361,2018-03-05 09:55:48,1,5,Engine coolant temperature,80
362,2018-03-05 09:55:48,1,6,Short term fuel trim Bank 1,0
363,2018-03-05 09:55:48,1,7,Long term fuel trim Bank 1,-2.34
364,2018-03-05 09:55:48,1,11,Intake manifold absolute pressure,30
365,2018-03-05 09:55:48,1,12,Engine RPM,1160
366,2018-03-05 09:55:48,1,13,Vehicle speed,25
367,2018-03-05 09:55:48,1,14,Timing advance,12
368,2018-03-05 09:55:48,1,15,Intake air temperature,33
369,2018-03-05 09:55:48,1,16,MAF air flow rate,5
370,2018-03-05 09:55:48,1,17,Throttle position,18.43
371,2018-03-05 09:55:48,1,21,Oxygen Sensor 2,0
372,2018-03-05 09:55:48,1,21,Oxygen Sensor 2,99
373,2018-03-05 09:55:48,1,31,Run time since engine start,198
374,2018-03-05 09:55:48,1,33,Distance traveled with malfunction indicate,14
375,2018-03-05 09:55:48,1,44,Commanded EGR,38.43
376,2018-03-05 09:55:48,1,45,EGR Error,-100
377,2018-03-05 09:55:48,1,46,Commanded evaporative purge,0
378,2018-03-05 09:55:48,1,47,Fuel Tank Level Input,35.69
379,2018-03-05 09:55:48,1,48,Warm-ups since codes cleared,255
380,2018-03-05 09:55:48,1,49,Distance traveled since codes cleared,13569
381,2018-03-05 09:55:48,1,51,Absolute Barometric Pressure,0
382,2018-03-05 09:55:48,1,52,Oxygen Sensor 1,0
383,2018-03-05 09:55:48,1,52,Oxygen Sensor 1,-1
384,2018-03-05 09:55:48,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
385,2018-03-05 09:55:48,1,66,Control module voltage,14
386,2018-03-05 09:55:48,1,67,Absolute load value,34
387,2018-03-05 09:55:48,1,68,Fuel - Air commanded equivalence ratio,0
388,2018-03-05 09:55:48,1,69,Relative throttle position,8.63
389,2018-03-05 09:55:48,1,71,Absolute throttle position B,34.9
390,2018-03-05 09:55:48,1,73,Accelerator pedal position D,32.55
391,2018-03-05 09:55:48,1,74,Accelerator pedal position E,16.47
392,2018-03-05 09:55:48,1,76,Commanded throttle actuator,12.16
393,2018-03-05 09:55:48,1,81,Fuel Type,03
394,2018-03-05 09:55:48,1,82,Ethanol fuel %,5.88
395,2018-03-05 09:55:58,1,1,Monitor status since DTCs cleared,01-07-E1-06
396,2018-03-05 09:55:58,1,4,Calculated engine load,18.82
397,2018-03-05 09:55:58,1,5,Engine coolant temperature,80
398,2018-03-05 09:55:58,1,6,Short term fuel trim Bank 1,0
399,2018-03-05 09:55:58,1,7,Long term fuel trim Bank 1,-2.34
400,2018-03-05 09:55:58,1,11,Intake manifold absolute pressure,30
401,2018-03-05 09:55:58,1,12,Engine RPM,1160
402,2018-03-05 09:55:58,1,13,Vehicle speed,25
403,2018-03-05 09:55:58,1,14,Timing advance,12
404,2018-03-05 09:55:58,1,15,Intake air temperature,33
405,2018-03-05 09:55:58,1,16,MAF air flow rate,5
406,2018-03-05 09:55:58,1,17,Throttle position,18.43
407,2018-03-05 09:55:58,1,21,Oxygen Sensor 2,0
408,2018-03-05 09:55:58,1,21,Oxygen Sensor 2,99
409,2018-03-05 09:55:58,1,31,Run time since engine start,198
410,2018-03-05 09:55:58,1,33,Distance traveled with malfunction indicate,14
411,2018-03-05 09:55:58,1,44,Commanded EGR,38.43
412,2018-03-05 09:55:58,1,45,EGR Error,-100
413,2018-03-05 09:55:58,1,46,Commanded evaporative purge,0
414,2018-03-05 09:55:58,1,47,Fuel Tank Level Input,35.69
415,2018-03-05 09:55:58,1,48,Warm-ups since codes cleared,255
416,2018-03-05 09:55:58,1,49,Distance traveled since codes cleared,13569
417,2018-03-05 09:55:58,1,51,Absolute Barometric Pressure,0
418,2018-03-05 09:55:58,1,52,Oxygen Sensor 1,0
419,2018-03-05 09:55:58,1,52,Oxygen Sensor 1,-1
420,2018-03-05 09:55:58,1,60,"Catalyst Temperature: Bank 1, Sensor 1",599
421,2018-03-05 09:55:58,1,66,Control module voltage,14
422,2018-03-05 09:55:58,1,67,Absolute load value,34
423,2018-03-05 09:55:58,1,68,Fuel - Air commanded equivalence ratio,0
424,2018-03-05 09:55:58,1,69,Relative throttle position,8.63
425,2018-03-05 09:55:58,1,71,Absolute throttle position B,34.9
426,2018-03-05 09:55:58,1,73,Accelerator pedal position D,32.55
